Filename;Period;Date;Item;Speech #;Paragraph #;Speaker;Role;Gender;Party;Sentences;Mentioned parties;Interjection Type;Interjecting Party;Interjecting Person;Interjection Content;Specific Class;Sentence Class (Reinig);Interjection Class (Burkhardt);Sentence finished
BT_19_236.xml;19;24.06.2021;Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines Gesetzes zur Änderung der Strafprozessordnung – Erweiterung der Wiederaufnahmemöglichkeiten zuungunsten des Verurteilten gemäß § 362 StPO (Gesetz zur Herstellung materieller Gerechtigkeit);32785;6;Canan Bayram;mp;weiblich;GRUENE;Die Rechten von der AfD;AfD;Verbal;AfD;Enrico Komning;Oh!;Zuruf;;Dissentiva;False
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32811;3;Ulla Ihnen;mp;weiblich;FDP;Der informelle Nichtanwendungserlass ist eine reine Erfindung der AfD.;AfD;Verbal;AfD;Unknown;Was?;Zuruf;Accusation;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32814;3;Michael Schrodi;mp;männlich;SPD;Vor allem ist Ihr Antrag von der AfD ein Angriff auf die Zivilgesellschaft,;AfD;Verbal;AfD;Unknown;;Widerspruch;Accusation;;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32814;14;Michael Schrodi;mp;männlich;SPD;Was ist da eigentlich aus der alten Bürgerrechtspartei FDP geworden?;FDP;Verbal;FDP;Dr. Florian Toncar;Bürgerrecht auf Rechtsmissbrauch! So ein Unsinn!;Zuruf;Rhetorical Question;Evaluativa;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32814;17;Michael Schrodi;mp;männlich;SPD;Wenig überraschend hingegen ist, dass AfD, FDP und auch CDU/CSU mit manchen gemeinnützigen Organisationen und Lobbyorganisationen kein Problem haben, zum Beispiel „Stiftung Familienunternehmen“, die mit aggressiven Kampagnen die Interessen der Vermögenden vertreten.;FDP;Verbal;FDP;Dr. Florian Toncar;Die halten sich an die Gesetze!;Zuruf;Accusation;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32814;20;Michael Schrodi;mp;männlich;SPD;Und wenn Sie von der AfD nach Finanzskandalen suchen – Sie finden Sie in Ihrem Laden:;AfD;Verbal;AfD;Stephan Brandner;In der CDU finden wir die!;Zuruf;Accusation;Memoranda;False
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32815;3;Niema Movassat;mp;männlich;DIE LINKE;Sie, die AfD, sind die wahren Feinde der Meinungsfreiheit!;AfD;Nonverbal;AfD;Dr. Alexander Gauland;;Lachen;Accusation;;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32815;5;Niema Movassat;mp;männlich;DIE LINKE;Wenn Antifaschismus ein Szenebegriff sein soll, dann kann ich nur hoffen, dass die Szene gegen Faschismus groß genug ist, damit die AfD niemals eine relevante Rolle in diesem Land spielt.;AfD;Verbal;AfD;Dr. Alexander Gauland;Tut sie doch schon, Herr Movassat! Was soll der Quatsch?;Zuruf;Accusation, Evaluation ;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32815;9;Niema Movassat;mp;männlich;DIE LINKE;Und Sie von der AfD finden das ja auch super.;AfD;Verbal;AfD;Stephan Brandner;;Zuruf;Accusation;;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32815;18;Niema Movassat;mp;männlich;DIE LINKE;Und deshalb ist es ein Hohn, wenn ausgerechnet die AfD in ihrem Antrag etwas vom Schutz der freiheitlich-demokratischen Grundordnung schreibt.;AfD;Verbal;AfD;Stephan Brandner;Davon können Sie sich selbst eine Scheibe abschneiden!;Zuruf;Accusation;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32815;21;Niema Movassat;mp;männlich;DIE LINKE;Er sagte, dass er Geflüchtete vergasen will und dass er sich wünscht, dass noch mehr Geflüchtete kommen, damit die AfD stärker wird.;AfD;Verbal;AfD;Stephan Brandner;Herr Bartsch wollte die Reichen in den Gulag stecken!;Zuruf;Report;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32815;25;Niema Movassat;mp;männlich;DIE LINKE;Ich bin stolz darauf, dass dieser 19. Bundestag eine Normalisierung der AfD verhindert hat, indem kein Kandidat der AfD zum Vizepräsidenten gewählt und ein Rechtsaußen-Ausschussvorsitzender abgewählt wurde.;AfD;Verbal;AfD;Stephan Brandner;Herr Movassat, Sie sind einfach peinlich! Ein peinlicher Sozialist!;Zuruf;Evaluation, Self-Representation;Evaluativa;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32816;1;Manuela Rottmann;mp;weiblich;GRUENE;Aber es ist nicht die Mehrheitsmeinung in der FDP.;FDP;Verbal;FDP;Otto Fricke;Das wissen Sie?;Zuruf;Report;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32817;1;Olav Gutting;mp;männlich;CDU/CSU;Zunächst könnte man ja denken, am letzten Tag der Sitzungen vor der Sommerpause gäbe es vielleicht Wichtigeres, als über die Verbotsfantasien der AfD zu sprechen.;AfD;Verbal;AfD;Stephan Brandner;Die Korruption der CDU wäre mal ein Thema! Aber leider war da kein Slot frei!;Zuruf;Evaluation;Evaluativa;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Albrecht Glaser, Franziska Gminder, Kay Gottschalk, weiterer Abgeordneter und der Fraktion der AfD: Keine Gemeinnützigkeit für politische Agitation;32823;5;Norbert Barthle;mp;männlich;CDU/CSU;Ich will aber doch noch einen Satz zum heutigen Antrag der AfD sagen.;AfD;Verbal;AfD;Stephan Brandner;Das ist nett!;Zuruf;Report;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Unterrichtung durch die Bundesregierung: Sechster Armuts- und Reichtumsbericht – Lebenslagen in Deutschland;32833;2;Martin Reichardt;mp;männlich;AfD;aber das ist Studienabbrechern, Lebenslaufschummlern und Parteikarrieristen von Linken und Grünen sicherlich ein Fremdwort, meine Damen und Herren.;DIE LINKE;Verbal;DIE LINKE;Matthias W. Birkwald;Langweilig!;Zuruf;Accusation;Evaluativa;True
BT_19_237.xml;19;25.06.2021;a) Unterrichtung durch die Bundesregierung: Sechster Armuts- und Reichtumsbericht – Lebenslagen in Deutschland;32833;7;Martin Reichardt;mp;männlich;AfD;Die ökosozialistischen Grünen und auch Sie als Linke sind letztlich die Sterbebegleiter des deutschen Sozialstaats.;GRUENE;Verbal;GRUENE;Dr. Wolfgang Strengmann-Kuhn;Langweilig!;Zuruf;Accusation;Evaluativa;True
BT_19_237.xml;19;25.06.2021;a) Unterrichtung durch die Bundesregierung: Sechster Armuts- und Reichtumsbericht – Lebenslagen in Deutschland;32841;8;Michael Schrodi;mp;männlich;SPD;Es scheint so, als würden die Grünen jetzt schon so manche Hindernisse für eine schwarz-grüne Liaison aus dem Weg räumen.;GRUENE;Verbal;GRUENE;Unknown;;Widerspruch;Accusation;;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Fabio De Masi, Jörg Cezanne, Doris Achelwilm, weiterer Abgeordneter und der Fraktion DIE LINKE: Abschöpfung der Extra-Profite von Krisengewinnern wie Amazon;32848;10;Bernhard Daldrup;mp;männlich;SPD;Das ist in Wirklichkeit ein Problem – das Thema Altschulden im Übrigen auch, zu deren Abbau Union und FDP leider im Moment nicht bereit sind.;CDU/CSU;Verbal;CDU/CSU;Fritz Güntzler;Es gibt erfolgreiche Länder, beispielsweise da, wo die CDU regiert!;Zuruf;Accusation;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Fabio De Masi, Jörg Cezanne, Doris Achelwilm, weiterer Abgeordneter und der Fraktion DIE LINKE: Abschöpfung der Extra-Profite von Krisengewinnern wie Amazon;32848;10;Bernhard Daldrup;mp;männlich;SPD;Das ist in Wirklichkeit ein Problem – das Thema Altschulden im Übrigen auch, zu deren Abbau Union und FDP leider im Moment nicht bereit sind.;FDP;Verbal;FDP;Otto Fricke;Aber nur in manchen Ländern!;Zuruf;Accusation;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Fabio De Masi, Jörg Cezanne, Doris Achelwilm, weiterer Abgeordneter und der Fraktion DIE LINKE: Abschöpfung der Extra-Profite von Krisengewinnern wie Amazon;32849;11;Katja Hessel;mp;weiblich;FDP;Ich freue mich, wenn das in der nächsten Legislaturperiode nicht nur bei jeder Rede der CDU/CSU hier am Rednerpult erwähnt wird, sondern wenn es auch mal Eingang in die Gesetzgebung findet.;CDU/CSU;Verbal;CDU/CSU;Fritz Güntzler;Wenn Sie dann diesmal mitregieren wollen!;Zuruf;Accusation, Evaluation ;Memoranda;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Fabio De Masi, Jörg Cezanne, Doris Achelwilm, weiterer Abgeordneter und der Fraktion DIE LINKE: Abschöpfung der Extra-Profite von Krisengewinnern wie Amazon;32850;4;Lisa Paus;mp;weiblich;GRUENE;Es gab auch Dritte, die aufgrund des Lockdowns sogar von der Krise profitiert haben, zum Beispiel Maskendealer von der CDU/CSU,;CDU/CSU;Verbal;CDU/CSU;Fritz Güntzler;Das ist ziemlich platt!;Zuruf;Accusation;Evaluativa;True
BT_19_237.xml;19;25.06.2021;a) Antrag der Abgeordneten Fabio De Masi, Jörg Cezanne, Doris Achelwilm, weiterer Abgeordneter und der Fraktion DIE LINKE: Abschöpfung der Extra-Profite von Krisengewinnern wie Amazon;32854;7;Christian Haase;mp;männlich;CDU/CSU;Die Linken wollen also Bauen und Mieten noch teurer machen.;DIE LINKE;Verbal;DIE LINKE;Kerstin Kassner;Nein!;Zuruf;Accusation;Memoranda;True
BT_19_237.xml;19;25.06.2021;Beschlussempfehlung und Bericht des 3. Untersuchungsausschusses der 19. Wahlperiode gemäß Artikel 44 des Grundgesetzes;32858;14;Matthias Hauer;mp;männlich;CDU/CSU;Ihr Aufklärungswille, Kollegen Sozialdemokraten, wäre sicherlich größer gewesen, wenn nicht Ihr Kanzlerkandidat im politischen Fokus dieses Skandals gestanden hätte.;SPD;Verbal;SPD;Carsten Schneider;Das ist eine bösartige Unterstellung! Ganz bösartige Unterstellung!;Zuruf;Accusation;Dissentiva;True
BT_19_237.xml;19;25.06.2021;Beschlussempfehlung und Bericht des Ausschusses für Inneres und Heimat zu dem Antrag der Abgeordneten Benjamin Strasser, Manuel Höferlin, Stephan Thomae, weiterer Abgeordneter und der Fraktion der FDP: Smart Police – Digitalisierung der deutschen Polizei anschieben;32872;17;Marian Wendt;mp;männlich;CDU/CSU;Vielleicht würden dann auch die FDP und Grüne zu anderen, differenzierten Positionen bei diesem Themenfeld kommen.;FDP;Verbal;FDP;Benjamin Strasser;Wo ist eure differenzierte Position?;Zuruf;Accusation, Evaluation;Memoranda;True
BT_19_237.xml;19;25.06.2021;Beschlussempfehlung und Bericht des Ausschusses für Inneres und Heimat zu dem Antrag der Abgeordneten Benjamin Strasser, Manuel Höferlin, Stephan Thomae, weiterer Abgeordneter und der Fraktion der FDP: Smart Police – Digitalisierung der deutschen Polizei anschieben;32875;2;Susanne Mittag;mp;weiblich;SPD;Ob mit Smart Germany, Smart Farming oder Smart Police, die FDP möchte so viel smarter werden.;FDP;Verbal;FDP;Alexander Graf Lambsdorff;Super!;Zuruf;Accusation;Memoranda;True
BT_19_237.xml;19;25.06.2021;Beschlussempfehlung und Bericht des Finanzausschusses;32893;1;Nicole Westig;mp;weiblich;FDP;Einigen Punkten, die Grüne und Linke hier vorlegen, können wir Freien Demokraten sogar zustimmen.;GRUENE;Nonverbal;GRUENE;Kordula Schulz-Asche;;Beifall;Support;;True
BT_19_237.xml;19;25.06.2021;Beschlussempfehlung und Bericht des Finanzausschusses;32894;7;Kathrin Vogler;mp;weiblich;DIE LINKE;Auch von SPD und Grünen gibt es viele gute Ideen.;GRUENE;Nonverbal;GRUENE;Kordula Schulz-Asche;;Beifall;Support;;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32901;20;Rolf Mützenich;mp;männlich;SPD;Angesichts dieser Komplexität wie die Grünen zu behaupten, ein Antrag hätte viele Probleme gelöst, ist Augenwischerei.;GRUENE;Verbal;GRUENE;Agnieszka Brugger;;Zuruf;Accusation;;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32902;19;Christian Lindner;mp;männlich;FDP;Es ist daher Zeit, dass SPD und Grüne ihr bisweilen gestörtes Verhältnis zur Bundeswehr prüfen.;SPD;Verbal;SPD;Saskia Esken;;Widerspruch;Accusation, Demand;;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32902;20;Christian Lindner;mp;männlich;FDP;Ist es tatsächlich so, dass die Linkspartei diesem Mandat heute nicht zustimmen will?;DIE LINKE;Verbal;DIE LINKE;Unknown;Ja!;Zuruf;Informative Question;Affirmativa;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32902;22;Christian Lindner;mp;männlich;FDP;Wir erwarten von Herrn Scholz und Frau Baerbock, dass sie sich dieser Feststellung anschließen, dass mit einer Linkspartei kein Staat zu machen ist, die in einer solchen Situation unsere Soldatinnen und Soldaten in Rechtsunsicherheit lässt.;DIE LINKE;Verbal;DIE LINKE;Jan Korte;Aber mit Ihnen schon? Das hat man ja gemerkt! Ausgerechnet Lindner sagt das!;Zuruf;Demand;Evaluativa, Memoranda;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32903;9;Johann David Wadephul;mp;männlich;CDU/CSU;Ich glaube, das ganze Haus, auch die FDP-Fraktion, sollte an dieser Stelle der Verteidigungsministerin den Rücken stärken;FDP;Verbal;FDP;Dr. Marie-Agnes Strack-Zimmermann;Nicht ablenken!;Zuruf;Accusation, Request;Memoranda;False
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32903;14;Johann David Wadephul;mp;männlich;CDU/CSU;Das, was die Linke sich hier leistet, das macht mich fassungslos.;DIE LINKE;Verbal;DIE LINKE;Unknown;;Zuruf;Evaluation;;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32905;22;Annalena Baerbock;mp;weiblich;GRUENE;Dass Sie von SPD und CDU/CSU dem nicht zugestimmt haben, sondern das abgelehnt haben, zeigt, dass Sie an Aufklärung nicht interessiert sind.;SPD;Verbal;SPD;Carsten Schneider;Das sind Verschwörungstheorien!;Zuruf;Accusation;Evaluativa;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32905;22;Annalena Baerbock;mp;weiblich;GRUENE;Dass Sie von SPD und CDU/CSU dem nicht zugestimmt haben, sondern das abgelehnt haben, zeigt, dass Sie an Aufklärung nicht interessiert sind.;SPD;Verbal;SPD;Unknown;;Zuruf;Accusation;;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Sevim Dağdelen, Heike Hänsel, Dr. Gregor Gysi, weiterer Abgeordneter und der Fraktion DIE LINKE: Rüstungsexporte in die Länder des Vorderen und Mittleren Orients sofort stoppen;32927;6;Norbert Röttgen;mp;männlich;CDU/CSU;Die Mehrheit der Grünen hat für die Beendigung gestimmt, und das ist die historische Wahrheit, mit der wir es zu tun haben.;GRUENE;Verbal;GRUENE;Omid Nouripour;;Zuruf;Report;;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Frank Sitta, Stephan Thomae, Christian Dürr, weiterer Abgeordneter und der Fraktion der FDP: 10 Punkte für Klimaresilienz und Katastrophenmanagement;32952;15;Mechthild Heil;mp;weiblich;CDU/CSU;Deswegen brauchen wir auch keinen Grünen, auch keinen Herrn Habeck, der zu uns ins Tal kommt und der dann von oben herab sagt: Euch da unten, euch vor Ort, sollte man die Hoheit wegnehmen, wenn ein Bauvorhaben genehmigt wird.;GRUENE;Verbal;GRUENE;Steffi Lemke;Das ist hier keine Wahlkampfveranstaltung!;Zuruf;Accusation;Dissentiva;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Katja Suding, Dr. Jens Brandenburg (Rhein-Neckar), Mario Brandenburg (Südpfalz), weiterer Abgeordneter und der Fraktion der FDP: Staatliche Garantie für pandemiefesten Präsenzunterricht – Kindern und Jugendlichen das Recht auf Bildung nicht erneut vorenthalten;32964;1;Jan Korte;mp;männlich;DIE LINKE;Das war gar nicht schlecht, zumindest für die FDP.;FDP;Nonverbal;FDP;all;;Beifall;Evaluation;;True
BT_19_238.xml;19;25.08.2021;Antrag der Abgeordneten Katja Suding, Dr. Jens Brandenburg (Rhein-Neckar), Mario Brandenburg (Südpfalz), weiterer Abgeordneter und der Fraktion der FDP: Staatliche Garantie für pandemiefesten Präsenzunterricht – Kindern und Jugendlichen das Recht auf Bildung nicht erneut vorenthalten;32998;9;Jan-Marco Luczak;mp;männlich;CDU/CSU;Der zweite Punkt, den ich noch hinzufügen möchte, der mich auch geärgert hat, weil hier von der AfD, aber auch von der FDP wieder so getan wurde, als ob wir hier eine Impfpflicht einführen würden: Das Gegenteil ist der Fall.;AfD;Verbal;AfD;Stephan Brandner;Das Gegenteil? Das Gegenteil ist nicht der Fall!;Zuruf;Accusation, Report;Memoranda;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33002;7;Michael Grosse-Brömer;mp;männlich;CDU/CSU;Wenn Ihnen das Thema so wichtig ist – ich bin gespannt, was die Redner der FDP und der Grünen zu diesem Thema sagen –: Sie haben drei Stunden Zeit, alles hier anzusprechen.;FDP;Verbal;FDP;Dr. Marco Buschmann;Es ist keine Beschlussfassung möglich! Es liegen Anträge vor!;Zuruf;Report;Memoranda;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33002;7;Michael Grosse-Brömer;mp;männlich;CDU/CSU;Wenn Ihnen das Thema so wichtig ist – ich bin gespannt, was die Redner der FDP und der Grünen zu diesem Thema sagen –: Sie haben drei Stunden Zeit, alles hier anzusprechen.;GRUENE;Verbal;GRUENE;Britta Haßelmann;Keine Beschlussfassung möglich!;Zuruf;Report;Memoranda;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33008;2;Dietmar Bartsch;mp;männlich;DIE LINKE;Nach 16 Jahren Kanzlerschaft, nach fast 6 000 Tagen unter Ihrer Führung – mit SPD oder FDP – braucht unser Land dringend einen Regierungswechsel.;SPD;Nonverbal;SPD;all;;Beifall;Demand;;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33008;51;Dietmar Bartsch;mp;männlich;DIE LINKE;Die Bürgerinnen und Bürger wollen keine Unionsregierung mehr, und die wollen auch nicht, dass eine FDP in die Regierung kommt, die am 5. Februar 2020 noch von Herrn Höcke in Thüringen mitgewählt wurde.;FDP;Verbal;FDP;Dr. Marco Buschmann;Billig! Das ist sachlich falsch! Das Niveau war schon immer niedrig, aber jetzt unterschreiten Sie es noch mal!;Zuruf;Accusation, Evaluation ;Evaluativa;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33020;2;Alexander Dobrindt;mp;männlich;CDU/CSU;SPD, Grüne und Linke wollen das Ehegattensplitting abschaffen.;SPD;Verbal;SPD;Carsten Schneider;Falsch!;Zuruf;Report;Memoranda;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33020;2;Alexander Dobrindt;mp;männlich;CDU/CSU;SPD, Grüne und Linke wollen das Ehegattensplitting abschaffen.;SPD;Verbal;SPD;Gabriele Katzmarek;Angst ist ein schlechter Berater!;Zuruf;Report;Dissentiva;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33020;2;Alexander Dobrindt;mp;männlich;CDU/CSU;SPD, Grüne und Linke wollen das Ehegattensplitting abschaffen.;DIE LINKE;Verbal;DIE LINKE;Unknown;Erzählen Sie hier keine Märchen! Sie haben das Steuerkonzept nicht verstanden!;Zuruf;Report;Evaluativa;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33023;6;Paul Ziemiak;mp;männlich;CDU/CSU;– Zur SPD komme ich gleich.;SPD;Verbal;SPD;Yasmin Fahimi;Sehr gerne!;Zuruf;Report;Affirmativa;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33023;26;Paul Ziemiak;mp;männlich;CDU/CSU;Das ist erfolgreiche Regierungspolitik, und nicht das, was Sie hinterlassen haben, als Sie zum letzten Mal regiert haben, SPD und Grüne.;SPD;Verbal;SPD;Unknown;;Zuruf;Accusation, Self-Representation;;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33023;26;Paul Ziemiak;mp;männlich;CDU/CSU;Das ist erfolgreiche Regierungspolitik, und nicht das, was Sie hinterlassen haben, als Sie zum letzten Mal regiert haben, SPD und Grüne.;GRUENE;Verbal;GRUENE;Unknown;;Zuruf;Accusation, Self-Representation;;True
BT_19_239.xml;19;07.09.2021;Vereinbarte Debatte zur Situation in Deutschland;33023;41;Paul Ziemiak;mp;männlich;CDU/CSU;Aber es geht doch nicht darum – wie es die SPD will –, diese Ausgaben immer weiter zu erhöhen, sondern uns muss doch beschäftigen, wie wir die Eltern dieser Kinder, die jetzt von Sozialleistungen leben, wieder in sozialversicherungspflichtige, gut bezahlte Jobs kriegen.;SPD;Verbal;SPD;Yasmin Fahimi;Richtig! Dann bremsen Sie dabei auch nicht ständig!;Zuruf;Accusation, Request;Affirmativa, Memoranda;True
BT_19_239.xml;19;07.09.2021;a) Zweite und dritte Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines Gesetzes zur Errichtung eines Sondervermögens „Aufbauhilfe 2021“ und zur vorübergehenden Aussetzung der Insolvenzantragspflicht wegen Starkregenfällen und Hochwassern im Juli 2021 sowie zur Änderung weiterer Gesetze (Aufbauhilfegesetz 2021 – AufbhG 2021);33040;6;Oliver Krischer;mp;männlich;GRUENE;Dieses Land, Deutschland, kann sich nicht länger eine Regierung aus CDU, CSU und SPD leisten.;SPD;Verbal;SPD;Mechthild Rawert;Das will die SPD auch gar nicht!;Zuruf;Accusation, Bad-Outcome;Memoranda;True
